266:351 0:266:351:3:3 
192:150 2:192:150:2:2 
339:105 0:339:105:3:3 
212:217 3:212:217:3:3 
654:496 0:654:496:3:3 
639:146 0:639:146:3:3 
680:277 2:680:277:2:2 
37:466 0:37:466:3:3 
22:110 0:22:110:3:3 
888:270 0:888:270:3:3 
245:415 0:245:415:3:3 
186:66 0:186:66:3:3 
17:272 0:17:272:3:3 
419:110 0:419:110:3:3 
130:199 2:130:199:2:2 
491:345 0:491:345:3:3 
558:255 0:558:255:3:3 
157:488 0:157:488:3:3 
174:260 0:174:260:3:3 
279:67 2:279:67:2:2 
694:463 2:694:463:2:2 
804:155 0:804:155:3:3 
642:42 0:642:42:3:3 
55:3 0:55:3:3:3 
662:41 0:662:41:3:3 
475:150 0:475:150:3:3 
685:136 0:685:136:3:3 
120:86 3:120:86:3:3 
12:374 0:12:374:3:3 
272:395 2:272:395:2:2 
587:457 2:587:457:2:2 
609:406 2:609:406:2:2 
28:91 0:28:91:3:3 
97:378 0:97:378:3:3 
502:6 0:502:6:3:3 
637:352 0:637:352:3:3 
174:486 0:174:486:3:3 
695:64 2:695:64:2:2 
1:124 0:1:124:3:3 
809:103 0:809:103:3:3 
67:495 0:67:495:3:3 
485:68 2:485:68:2:2 
732:459 2:732:459:2:2 
290:82 0:290:82:3:3 
312:390 0:312:390:3:3 
58:246 2:58:246:2:2 
9:426 0:9:426:3:3 
651:119 0:651:119:3:3 
798:234 0:798:234:3:3 
855:399 0:855:399:3:3 
379:446 2:379:446:2:2 
405:234 3:405:234:3:3 
437:18 2:437:18:2:2 
555:467 0:555:467:3:3 
39:194 0:39:194:3:3 
77:11 3:77:11:3:3 
261:324 0:261:324:3:3 
356:70 2:356:70:2:2 
618:369 0:618:369:3:3 
264:348 0:264:348:3:3 
308:225 0:308:225:3:3 
786:100 2:786:100:2:2 
132:439 0:132:439:3:3 
346:361 3:346:361:3:3 
9:132 0:9:132:3:3 
797:419 0:797:419:3:3 
722:35 2:722:35:2:2 
447:254 2:447:254:2:2 
327:340 0:327:340:3:3 
533:345 0:533:345:3:3 
815:411 2:815:411:2:2 
686:382 2:686:382:2:2 
375:72 0:375:72:3:3 
33:143 0:33:143:3:3 
349:17 2:349:17:2:2 
697:96 0:697:96:3:3 
792:332 0:792:332:3:3 
136:144 0:136:144:3:3 
389:194 2:389:194:2:2 
467:346 0:467:346:3:3 
449:127 0:449:127:3:3 
179:274 0:179:274:3:3 
15:184 2:15:184:2:2 
455:65 0:455:65:3:3 
166:60 0:166:60:3:3 
702:66 2:702:66:2:2 
8:426 2:8:426:2:2 
857:155 0:857:155:3:3 
341:42 0:341:42:3:3 
145:247 2:145:247:2:2 
203:57 0:203:57:3:3 
701:282 0:701:282:3:3 
811:326 2:811:326:2:2 
189:230 3:189:230:3:3 
502:23 0:502:23:3:3 
854:248 0:854:248:3:3 
273:245 2:273:245:2:2 
118:2 3:118:2:3:3 
6:323 2:6:323:2:2 
222:118 2:222:118:2:2 
95:140 0:95:140:3:3 
212:424 2:212:424:2:2 
625:177 0:625:177:3:3 
681:231 3:681:231:3:3 
677:158 2:677:158:2:2 
424:88 2:424:88:2:2 
396:113 2:396:113:2:2 
359:408 0:359:408:3:3 
142:454 0:142:454:3:3 
2:301 2:2:301:2:2 
168:93 2:168:93:2:2 
303:248 2:303:248:2:2 
258:61 2:258:61:2:2 
601:297 0:601:297:3:3 
657:15 0:657:15:3:3 
197:478 2:197:478:2:2 
324:269 2:324:269:2:2 
73:192 2:73:192:2:2 
292:38 0:292:38:3:3 
23:182 0:23:182:3:3 
83:411 0:83:411:3:3 
600:239 2:600:239:2:2 
620:146 0:620:146:3:3 
359:126 0:359:126:3:3 
16:32 2:16:32:2:2 
823:303 0:823:303:3:3 
812:345 2:812:345:2:2 
734:158 0:734:158:3:3 
2:79 2:2:79:2:2 
607:184 2:607:184:2:2 
410:216 2:410:216:2:2 
318:322 2:318:322:2:2 
453:134 3:453:134:3:3 
718:434 2:718:434:2:2 
865:78 0:865:78:3:3 
198:41 0:198:41:3:3 
386:321 2:386:321:2:2 
408:313 2:408:313:2:2 
779:282 2:779:282:2:2 
83:249 2:83:249:2:2 
653:317 2:653:317:2:2 
197:129 2:197:129:2:2 
453:279 0:453:279:3:3 
515:292 3:515:292:3:3 
757:377 2:757:377:2:2 
10:420 2:10:420:2:2 
395:98 0:395:98:3:3 
72:245 2:72:245:2:2 
665:64 2:665:64:2:2 
408:215 2:408:215:2:2 
101:374 3:101:374:3:3 
319:259 0:319:259:3:3 
11:333 0:11:333:3:3 
361:25 0:361:25:3:3 
309:281 2:309:281:2:2 
319:144 3:319:144:3:3 
485:120 2:485:120:2:2 
762:92 2:762:92:2:2 
403:192 2:403:192:2:2 
253:396 0:253:396:3:3 
570:446 0:570:446:3:3 
879:424 2:879:424:2:2 
275:278 2:275:278:2:2 
58:138 3:58:138:3:3 
846:163 2:846:163:2:2 
849:141 0:849:141:3:3 
9:454 0:9:454:3:3 
137:281 0:137:281:3:3 
390:197 0:390:197:3:3 
357:446 0:357:446:3:3 
712:131 0:712:131:3:3 
513:86 2:513:86:2:2 
185:5 2:185:5:2:2 
369:352 0:369:352:3:3 
149:418 0:149:418:3:3 
637:215 0:637:215:3:3 
167:2 2:167:2:2:2 
593:45 3:593:45:3:3 
356:201 0:356:201:3:3 
450:18 2:450:18:2:2 
712:353 0:712:353:3:3 
859:242 0:859:242:3:3 
256:455 0:256:455:3:3 
403:408 2:403:408:2:2 
631:366 2:631:366:2:2 
603:72 0:603:72:3:3 
744:18 2:744:18:2:2 
599:140 0:599:140:3:3 
857:469 0:857:469:3:3 
655:142 0:655:142:3:3 
603:201 2:603:201:2:2 
549:37 3:549:37:3:3 
203:199 0:203:199:3:3 
403:265 2:403:265:2:2 
721:262 2:721:262:2:2 
133:144 2:133:144:2:2 
62:14 0:62:14:3:3 
104:256 0:104:256:3:3 
322:203 0:322:203:3:3 
302:65 2:302:65:2:2 
576:330 2:576:330:2:2 
753:181 2:753:181:2:2 
84:433 0:84:433:3:3 
66:196 0:66:196:3:3 
673:340 0:673:340:3:3 
530:183 0:530:183:3:3 
877:12 0:877:12:3:3 
606:474 2:606:474:2:2 
787:220 3:787:220:3:3 
825:401 0:825:401:3:3 
644:179 2:644:179:2:2 
166:171 0:166:171:3:3 
387:170 0:387:170:3:3 
668:41 0:668:41:3:3 
541:341 0:541:341:3:3 
621:7 3:621:7:3:3 
678:86 0:678:86:3:3 
38:497 0:38:497:3:3 
496:440 0:496:440:3:3 
37:316 2:37:316:2:2 
62:300 2:62:300:2:2 
388:256 2:388:256:2:2 
317:166 3:317:166:3:3 
502:226 0:502:226:3:3 
231:480 2:231:480:2:2 
282:72 0:282:72:3:3 
142:307 0:142:307:3:3 
715:479 2:715:479:2:2 
678:161 0:678:161:3:3 
681:195 0:681:195:3:3 
113:385 2:113:385:2:2 
645:440 2:645:440:2:2 
776:169 0:776:169:3:3 
411:350 0:411:350:3:3 
895:222 0:895:222:3:3 
805:34 0:805:34:3:3 
771:494 0:771:494:3:3 
620:254 0:620:254:3:3 
554:200 3:554:200:3:3 
882:14 2:882:14:2:2 
540:305 2:540:305:2:2 
50:5 0:50:5:3:3 
362:371 2:362:371:2:2 
173:172 0:173:172:3:3 
663:119 2:663:119:2:2 
573:183 2:573:183:2:2 
22:167 0:22:167:3:3 
595:355 2:595:355:2:2 
297:484 3:297:484:3:3 
304:440 0:304:440:3:3 
875:51 0:875:51:3:3 
680:35 0:680:35:3:3 
864:320 2:864:320:2:2 
481:197 3:481:197:3:3 
463:384 2:463:384:2:2 
653:208 0:653:208:3:3 
286:395 0:286:395:3:3 
586:71 2:586:71:2:2 
146:340 3:146:340:3:3 
443:188 0:443:188:3:3 
337:465 0:337:465:3:3 
120:31 2:120:31:2:2 
653:289 2:653:289:2:2 
123:158 0:123:158:3:3 
328:236 3:328:236:3:3 
659:63 2:659:63:2:2 
534:44 0:534:44:3:3 
718:313 2:718:313:2:2 
486:86 0:486:86:3:3 
352:242 0:352:242:3:3 
536:250 3:536:250:3:3 
172:421 2:172:421:2:2 
48:155 0:48:155:3:3 
46:378 0:46:378:3:3 
339:492 0:339:492:3:3 
358:440 0:358:440:3:3 
713:159 2:713:159:2:2 
310:63 2:310:63:2:2 
438:480 2:438:480:2:2 
333:246 0:333:246:3:3 
408:51 0:408:51:3:3 
172:52 2:172:52:2:2 
135:64 0:135:64:3:3 
564:291 2:564:291:2:2 
357:240 0:357:240:3:3 
30:174 0:30:174:3:3 
766:12 3:766:12:3:3 
884:199 2:884:199:2:2 
498:390 3:498:390:3:3 
816:111 0:816:111:3:3 
428:349 3:428:349:3:3 
563:324 3:563:324:3:3 
394:221 0:394:221:3:3 
246:234 2:246:234:2:2 
694:64 0:694:64:3:3 
228:342 2:228:342:2:2 
627:159 0:627:159:3:3 
756:313 0:756:313:3:3 
149:341 2:149:341:2:2 
336:452 2:336:452:2:2 
528:468 2:528:468:2:2 
177:58 2:177:58:2:2 
137:390 0:137:390:3:3 
321:417 0:321:417:3:3 
229:232 2:229:232:2:2 
746:386 0:746:386:3:3 
323:367 0:323:367:3:3 
787:316 0:787:316:3:3 
223:462 0:223:462:3:3 
498:251 0:498:251:3:3 
190:157 0:190:157:3:3 
872:52 0:872:52:3:3 
285:183 0:285:183:3:3 
712:413 2:712:413:2:2 
470:125 0:470:125:3:3 
358:28 2:358:28:2:2 
199:1 2:199:1:2:2 
299:263 2:299:263:2:2 
104:237 0:104:237:3:3 
51:486 2:51:486:2:2 
858:26 0:858:26:3:3 
313:423 2:313:423:2:2 
811:480 0:811:480:3:3 
80:374 0:80:374:3:3 
833:296 0:833:296:3:3 
97:483 0:97:483:3:3 
815:488 0:815:488:3:3 
356:451 0:356:451:3:3 
194:482 2:194:482:2:2 
782:227 0:782:227:3:3 
839:278 2:839:278:2:2 
807:307 3:807:307:3:3 
623:399 0:623:399:3:3 
146:1 0:146:1:3:3 
759:447 2:759:447:2:2 
5:458 3:5:458:3:3 
502:44 0:502:44:3:3 
284:151 2:284:151:2:2 
288:210 0:288:210:3:3 
880:348 0:880:348:3:3 
787:174 2:787:174:2:2 
259:435 0:259:435:3:3 
387:134 0:387:134:3:3 
354:111 0:354:111:3:3 
887:443 0:887:443:3:3 
505:233 0:505:233:3:3 
805:484 0:805:484:3:3 
810:330 0:810:330:3:3 
630:347 3:630:347:3:3 
559:213 0:559:213:3:3 
317:202 0:317:202:3:3 
681:173 3:681:173:3:3 
781:379 2:781:379:2:2 
396:223 0:396:223:3:3 
568:376 2:568:376:2:2 
94:4 0:94:4:3:3 
387:420 2:387:420:2:2 
804:307 2:804:307:2:2 
74:80 0:74:80:3:3 
862:9 2:862:9:2:2 
809:131 2:809:131:2:2 
757:253 0:757:253:3:3 
466:294 3:466:294:3:3 
49:278 3:49:278:3:3 
823:486 0:823:486:3:3 
515:49 2:515:49:2:2 
37:317 0:37:317:3:3 
420:395 2:420:395:2:2 
500:249 0:500:249:3:3 
638:419 2:638:419:2:2 
1:452 2:1:452:2:2 
432:2 2:432:2:2:2 
420:282 0:420:282:3:3 
240:176 0:240:176:3:3 
405:426 0:405:426:3:3 
633:33 2:633:33:2:2 
734:86 2:734:86:2:2 
70:334 2:70:334:2:2 
509:230 0:509:230:3:3 
571:343 0:571:343:3:3 
55:62 0:55:62:3:3 
476:17 2:476:17:2:2 
774:445 0:774:445:3:3 
477:328 0:477:328:3:3 
816:350 2:816:350:2:2 
46:295 2:46:295:2:2 
177:404 2:177:404:2:2 
395:93 2:395:93:2:2 
894:235 0:894:235:3:3 
19:447 2:19:447:2:2 
233:140 2:233:140:2:2 
737:188 2:737:188:2:2 
813:89 2:813:89:2:2 
841:42 2:841:42:2:2 
82:11 2:82:11:2:2 
300:86 0:300:86:3:3 
48:135 2:48:135:2:2 
11:13 0:11:13:3:3 
803:57 0:803:57:3:3 
480:306 3:480:306:3:3 
813:144 0:813:144:3:3 
803:390 0:803:390:3:3 
237:322 2:237:322:2:2 
898:398 2:898:398:2:2 
149:248 0:149:248:3:3 
171:336 0:171:336:3:3 
565:382 0:565:382:3:3 
281:432 2:281:432:2:2 
615:405 0:615:405:3:3 
360:407 2:360:407:2:2 
87:92 0:87:92:3:3 
428:214 2:428:214:2:2 
171:481 0:171:481:3:3 
464:117 0:464:117:3:3 
390:141 3:390:141:3:3 
674:24 0:674:24:3:3 
685:205 2:685:205:2:2 
768:93 0:768:93:3:3 
703:280 0:703:280:3:3 
381:464 2:381:464:2:2 
479:261 2:479:261:2:2 
864:223 0:864:223:3:3 
670:84 0:670:84:3:3 
599:86 0:599:86:3:3 
622:301 2:622:301:2:2 
588:453 2:588:453:2:2 
555:148 0:555:148:3:3 
260:312 0:260:312:3:3 
388:245 0:388:245:3:3 
284:422 3:284:422:3:3 
322:17 2:322:17:2:2 
195:261 0:195:261:3:3 
623:205 0:623:205:3:3 
256:399 2:256:399:2:2 
204:77 2:204:77:2:2 
5:12 0:5:12:3:3 
469:95 0:469:95:3:3 
109:72 2:109:72:2:2 
846:4 0:846:4:3:3 
184:225 0:184:225:3:3 
575:447 0:575:447:3:3 
305:146 2:305:146:2:2 
127:279 0:127:279:3:3 
256:307 2:256:307:2:2 
392:46 0:392:46:3:3 
123:468 2:123:468:2:2 
493:467 0:493:467:3:3 
893:92 0:893:92:3:3 
497:319 0:497:319:3:3 
649:138 0:649:138:3:3 
320:272 0:320:272:3:3 
692:232 0:692:232:3:3 
131:344 2:131:344:2:2 
424:494 2:424:494:2:2 
297:96 0:297:96:3:3 
316:196 0:316:196:3:3 
136:418 0:136:418:3:3 
288:365 0:288:365:3:3 
397:5 0:397:5:3:3 
151:231 2:151:231:2:2 
772:215 0:772:215:3:3 
421:399 0:421:399:3:3 
353:329 0:353:329:3:3 
246:188 2:246:188:2:2 
249:136 0:249:136:3:3 
819:20 2:819:20:2:2 
287:389 2:287:389:2:2 
565:456 2:565:456:2:2 
307:296 0:307:296:3:3 
606:204 2:606:204:2:2 
843:170 0:843:170:3:3 
771:409 0:771:409:3:3 
350:398 2:350:398:2:2 
211:196 0:211:196:3:3 
122:489 2:122:489:2:2 
231:185 2:231:185:2:2 
748:101 0:748:101:3:3 
587:161 0:587:161:3:3 
71:464 0:71:464:3:3 
553:81 0:553:81:3:3 
523:93 0:523:93:3:3 
121:55 2:121:55:2:2 
126:288 2:126:288:2:2 
808:33 0:808:33:3:3 
421:322 2:421:322:2:2 
405:349 0:405:349:3:3 
338:208 0:338:208:3:3 
102:313 0:102:313:3:3 
653:135 0:653:135:3:3 
808:278 0:808:278:3:3 
394:155 2:394:155:2:2 
770:101 2:770:101:2:2 
789:455 0:789:455:3:3 
93:90 0:93:90:3:3 
134:19 0:134:19:3:3 
245:271 0:245:271:3:3 
652:65 0:652:65:3:3 
376:82 0:376:82:3:3 
747:197 0:747:197:3:3 
361:258 0:361:258:3:3 
549:455 0:549:455:3:3 
220:67 0:220:67:3:3 
628:320 2:628:320:2:2 
738:384 0:738:384:3:3 
791:398 2:791:398:2:2 
25:91 2:25:91:2:2 
813:466 0:813:466:3:3 
851:227 0:851:227:3:3 
689:204 2:689:204:2:2 
48:212 0:48:212:3:3 
637:114 0:637:114:3:3 
747:338 0:747:338:3:3 
894:7 0:894:7:3:3 
239:342 0:239:342:3:3 
493:319 0:493:319:3:3 
79:313 0:79:313:3:3 
135:123 2:135:123:2:2 
416:468 3:416:468:3:3 
417:370 0:417:370:3:3 
534:327 0:534:327:3:3 
351:365 3:351:365:3:3 
888:203 0:888:203:3:3 
618:92 0:618:92:3:3 
603:288 2:603:288:2:2 
513:216 0:513:216:3:3 
788:470 2:788:470:2:2 
147:454 0:147:454:3:3 
898:402 0:898:402:3:3 
385:333 0:385:333:3:3 
81:62 2:81:62:2:2 
346:170 0:346:170:3:3 
720:403 0:720:403:3:3 
369:379 2:369:379:2:2 
875:47 2:875:47:2:2 
722:321 0:722:321:3:3 
797:305 0:797:305:3:3 
502:429 2:502:429:2:2 
143:163 0:143:163:3:3 
788:52 0:788:52:3:3 
238:72 2:238:72:2:2 
370:103 2:370:103:2:2 
632:430 0:632:430:3:3 
869:399 2:869:399:2:2 
194:153 2:194:153:2:2 
855:236 2:855:236:2:2 
821:44 0:821:44:3:3 
538:466 2:538:466:2:2 
56:234 0:56:234:3:3 
375:75 0:375:75:3:3 
323:436 0:323:436:3:3 
821:93 2:821:93:2:2 
15:10 2:15:10:2:2 
787:485 2:787:485:2:2 
241:99 2:241:99:2:2 
223:151 2:223:151:2:2 
869:353 0:869:353:3:3 
872:155 3:872:155:3:3 
569:157 3:569:157:3:3 
754:163 2:754:163:2:2 
810:81 2:810:81:2:2 
459:5 0:459:5:3:3 
825:105 3:825:105:3:3 
527:28 2:527:28:2:2 
218:420 0:218:420:3:3 
94:275 0:94:275:3:3 
495:30 2:495:30:2:2 
51:252 0:51:252:3:3 
3:143 0:3:143:3:3 
94:162 3:94:162:3:3 
496:413 2:496:413:2:2 
478:29 0:478:29:3:3 
217:277 0:217:277:3:3 
607:96 3:607:96:3:3 
330:28 0:330:28:3:3 
875:223 2:875:223:2:2 
539:192 2:539:192:2:2 
500:492 3:500:492:3:3 
597:58 2:597:58:2:2 
264:482 0:264:482:3:3 
359:411 0:359:411:3:3 
362:397 3:362:397:3:3 
221:342 0:221:342:3:3 
738:96 2:738:96:2:2 
900:279 0:900:279:3:3 
301:286 2:301:286:2:2 
563:119 0:563:119:3:3 
268:425 0:268:425:3:3 
842:2 0:842:2:3:3 
553:77 0:553:77:3:3 
340:340 0:340:340:3:3 
168:237 0:168:237:3:3 
685:440 2:685:440:2:2 
173:356 0:173:356:3:3 
690:78 2:690:78:2:2 
396:453 0:396:453:3:3 
719:237 2:719:237:2:2 
125:381 2:125:381:2:2 
889:214 0:889:214:3:3 
762:332 0:762:332:3:3 
144:389 0:144:389:3:3 
439:86 0:439:86:3:3 
352:120 2:352:120:2:2 
91:381 3:91:381:3:3 
681:368 2:681:368:2:2 
300:248 2:300:248:2:2 
525:497 0:525:497:3:3 
324:246 2:324:246:2:2 
733:78 0:733:78:3:3 
257:43 3:257:43:3:3 
556:457 2:556:457:2:2 
225:351 0:225:351:3:3 
742:484 0:742:484:3:3 
524:47 0:524:47:3:3 
741:42 2:741:42:2:2 
860:119 0:860:119:3:3 
254:194 0:254:194:3:3 
36:401 0:36:401:3:3 
149:94 3:149:94:3:3 
685:124 2:685:124:2:2 
888:120 2:888:120:2:2 
357:219 2:357:219:2:2 
125:111 0:125:111:3:3 
515:453 0:515:453:3:3 
55:260 3:55:260:3:3 
438:436 2:438:436:2:2 
495:77 0:495:77:3:3 
78:95 2:78:95:2:2 
741:293 0:741:293:3:3 
337:39 3:337:39:3:3 
585:265 2:585:265:2:2 
181:350 2:181:350:2:2 
835:399 2:835:399:2:2 
644:428 0:644:428:3:3 
305:36 0:305:36:3:3 
209:109 2:209:109:2:2 
135:381 0:135:381:3:3 
798:199 0:798:199:3:3 
253:380 2:253:380:2:2 
294:237 0:294:237:3:3 
276:181 2:276:181:2:2 
542:200 3:542:200:3:3 
545:356 3:545:356:3:3 
252:52 3:252:52:3:3 
470:231 0:470:231:3:3 
365:2 2:365:2:2:2 
422:378 0:422:378:3:3 
812:310 2:812:310:2:2 
9:167 2:9:167:2:2 
427:208 3:427:208:3:3 
446:76 3:446:76:3:3 
45:63 0:45:63:3:3 
87:387 2:87:387:2:2 
473:434 0:473:434:3:3 
551:155 0:551:155:3:3 
462:278 3:462:278:3:3 
170:114 0:170:114:3:3 
775:467 0:775:467:3:3 
247:96 2:247:96:2:2 
840:281 2:840:281:2:2 
740:39 0:740:39:3:3 
706:243 0:706:243:3:3 
890:404 0:890:404:3:3 
247:17 2:247:17:2:2 
104:257 2:104:257:2:2 
445:170 2:445:170:2:2 
370:275 2:370:275:2:2 
90:348 2:90:348:2:2 
878:429 2:878:429:2:2 
542:360 2:542:360:2:2 
754:199 0:754:199:3:3 
490:158 2:490:158:2:2 
223:24 2:223:24:2:2 
65:106 2:65:106:2:2 
160:386 0:160:386:3:3 
531:117 2:531:117:2:2 
45:86 2:45:86:2:2 
327:238 2:327:238:2:2 
517:74 0:517:74:3:3 
701:317 0:701:317:3:3 
505:204 0:505:204:3:3 
344:78 0:344:78:3:3 
145:99 0:145:99:3:3 
540:108 0:540:108:3:3 
721:253 2:721:253:2:2 
796:134 2:796:134:2:2 
563:181 2:563:181:2:2 
800:193 0:800:193:3:3 
198:232 0:198:232:3:3 
606:245 0:606:245:3:3 
98:52 0:98:52:3:3 
596:299 0:596:299:3:3 
563:34 0:563:34:3:3 
729:206 0:729:206:3:3 
748:30 3:748:30:3:3 
841:388 3:841:388:3:3 
535:408 0:535:408:3:3 
168:58 0:168:58:3:3 
166:485 0:166:485:3:3 
648:356 2:648:356:2:2 
761:221 2:761:221:2:2 
338:374 0:338:374:3:3 
84:118 0:84:118:3:3 
601:260 0:601:260:3:3 
178:463 3:178:463:3:3 
364:422 0:364:422:3:3 
610:458 0:610:458:3:3 
226:451 2:226:451:2:2 
639:85 0:639:85:3:3 
487:424 2:487:424:2:2 
219:262 2:219:262:2:2 
723:134 0:723:134:3:3 
596:120 0:596:120:3:3 
500:21 2:500:21:2:2 
477:458 3:477:458:3:3 
586:178 0:586:178:3:3 
680:179 0:680:179:3:3 
480:457 2:480:457:2:2 
244:18 0:244:18:3:3 
281:8 2:281:8:2:2 
745:467 0:745:467:3:3 
305:178 2:305:178:2:2 
694:436 0:694:436:3:3 
453:266 3:453:266:3:3 
77:398 3:77:398:3:3 
742:384 0:742:384:3:3 
484:400 0:484:400:3:3 
376:249 0:376:249:3:3 
818:496 0:818:496:3:3 
585:459 2:585:459:2:2 
452:182 2:452:182:2:2 
73:319 0:73:319:3:3 
680:465 0:680:465:3:3 
699:95 0:699:95:3:3 
315:342 0:315:342:3:3 
816:145 0:816:145:3:3 
686:299 2:686:299:2:2 
840:23 0:840:23:3:3 
343:444 0:343:444:3:3 
570:480 0:570:480:3:3 
556:211 0:556:211:3:3 
495:97 0:495:97:3:3 
333:70 0:333:70:3:3 
389:308 3:389:308:3:3 
7:133 0:7:133:3:3 
229:53 0:229:53:3:3 
784:462 2:784:462:2:2 
417:171 0:417:171:3:3 
861:356 2:861:356:2:2 
257:322 0:257:322:3:3 
404:407 0:404:407:3:3 
523:107 3:523:107:3:3 
569:281 0:569:281:3:3 
418:311 2:418:311:2:2 
493:273 0:493:273:3:3 
275:418 2:275:418:2:2 
593:227 0:593:227:3:3 
647:458 0:647:458:3:3 
380:133 2:380:133:2:2 
91:218 0:91:218:3:3 
384:77 0:384:77:3:3 
778:390 2:778:390:2:2 
427:316 2:427:316:2:2 
321:337 2:321:337:2:2 
123:237 0:123:237:3:3 
512:230 0:512:230:3:3 
180:412 2:180:412:2:2 
237:157 0:237:157:3:3 
593:397 0:593:397:3:3 
242:245 0:242:245:3:3 
27:483 0:27:483:3:3 
377:465 2:377:465:2:2 
158:463 0:158:463:3:3 
109:99 0:109:99:3:3 
679:219 2:679:219:2:2 
521:201 2:521:201:2:2 
260:123 0:260:123:3:3 
8:404 0:8:404:3:3 
726:18 0:726:18:3:3 
434:434 0:434:434:3:3 
17:346 0:17:346:3:3 
736:216 2:736:216:2:2 
5:457 2:5:457:2:2 
136:56 0:136:56:3:3 
28:126 0:28:126:3:3 
529:279 0:529:279:3:3 
461:12 3:461:12:3:3 
240:252 2:240:252:2:2 
296:318 0:296:318:3:3 
155:101 0:155:101:3:3 
213:167 0:213:167:3:3 
658:116 0:658:116:3:3 
127:353 0:127:353:3:3 
808:409 0:808:409:3:3 
292:266 0:292:266:3:3 
520:109 0:520:109:3:3 
95:199 0:95:199:3:3 
43:378 2:43:378:2:2 
179:152 2:179:152:2:2 
752:246 2:752:246:2:2 
504:179 0:504:179:3:3 
330:84 0:330:84:3:3 
293:160 0:293:160:3:3 
488:246 0:488:246:3:3 
169:466 0:169:466:3:3 
406:385 2:406:385:2:2 
65:257 2:65:257:2:2 
84:27 2:84:27:2:2 
819:424 0:819:424:3:3 
657:69 0:657:69:3:3 
307:380 0:307:380:3:3 
249:143 2:249:143:2:2 
350:449 2:350:449:2:2 
634:105 0:634:105:3:3 
662:19 0:662:19:3:3 
819:473 0:819:473:3:3 
144:47 0:144:47:3:3 
329:101 2:329:101:2:2 
607:350 0:607:350:3:3 
330:310 0:330:310:3:3 
559:411 0:559:411:3:3 
687:342 0:687:342:3:3 
306:126 0:306:126:3:3 
468:408 2:468:408:2:2 
876:365 0:876:365:3:3 
325:497 2:325:497:2:2 
384:461 0:384:461:3:3 
93:117 2:93:117:2:2 
614:441 0:614:441:3:3 
724:201 3:724:201:3:3 
600:343 2:600:343:2:2 
799:281 0:799:281:3:3 
358:123 0:358:123:3:3 
785:443 0:785:443:3:3 
340:95 2:340:95:2:2 
224:123 0:224:123:3:3 
847:13 0:847:13:3:3 
408:370 2:408:370:2:2 
562:175 0:562:175:3:3 
382:476 0:382:476:3:3 
737:179 2:737:179:2:2 
115:195 0:115:195:3:3 
817:123 0:817:123:3:3 
546:411 0:546:411:3:3 
339:395 0:339:395:3:3 
267:102 0:267:102:3:3 
110:458 2:110:458:2:2 
220:414 2:220:414:2:2 
21:91 2:21:91:2:2 
208:446 0:208:446:3:3 
405:252 0:405:252:3:3 
398:102 2:398:102:2:2 
817:212 2:817:212:2:2 
608:63 2:608:63:2:2 
238:366 0:238:366:3:3 
129:202 0:129:202:3:3 
205:95 0:205:95:3:3 
426:412 2:426:412:2:2 
523:6 2:523:6:2:2 
372:496 0:372:496:3:3 
379:404 0:379:404:3:3 
387:486 2:387:486:2:2 
125:136 0:125:136:3:3 
440:272 0:440:272:3:3 
385:401 3:385:401:3:3 
100:474 0:100:474:3:3 
873:222 2:873:222:2:2 
712:220 0:712:220:3:3 
345:405 0:345:405:3:3 
452:479 2:452:479:2:2 
248:14 2:248:14:2:2 
661:269 0:661:269:3:3 
294:494 0:294:494:3:3 
835:22 0:835:22:3:3 
252:124 2:252:124:2:2 
650:225 2:650:225:2:2 
141:171 0:141:171:3:3 
712:442 0:712:442:3:3 
532:141 2:532:141:2:2 
436:26 2:436:26:2:2 
111:408 2:111:408:2:2 
460:160 2:460:160:2:2 
205:457 3:205:457:3:3 
341:163 0:341:163:3:3 
269:390 2:269:390:2:2 
478:467 0:478:467:3:3 
473:27 0:473:27:3:3 
165:373 3:165:373:3:3 
701:387 0:701:387:3:3 
383:488 0:383:488:3:3 
621:428 0:621:428:3:3 
877:66 2:877:66:2:2 
180:150 3:180:150:3:3 
706:426 0:706:426:3:3 
28:66 0:28:66:3:3 
393:459 0:393:459:3:3 
266:265 2:266:265:2:2 
269:360 0:269:360:3:3 
752:308 0:752:308:3:3 
551:278 0:551:278:3:3 
540:37 2:540:37:2:2 
777:301 0:777:301:3:3 
796:95 3:796:95:3:3 
563:380 3:563:380:3:3 
601:49 0:601:49:3:3 
175:2 0:175:2:3:3 
142:377 0:142:377:3:3 
679:434 2:679:434:2:2 
701:214 2:701:214:2:2 
705:19 2:705:19:2:2 
597:37 3:597:37:3:3 
161:23 2:161:23:2:2 
505:117 0:505:117:3:3 
583:22 2:583:22:2:2 
857:423 0:857:423:3:3 
269:74 2:269:74:2:2 
142:488 2:142:488:2:2 
112:177 0:112:177:3:3 
258:253 0:258:253:3:3 
424:13 0:424:13:3:3 
553:172 2:553:172:2:2 
249:120 2:249:120:2:2 
640:459 2:640:459:2:2 
306:209 2:306:209:2:2 
457:75 0:457:75:3:3 
809:350 2:809:350:2:2 
738:204 2:738:204:2:2 
776:497 0:776:497:3:3 
151:475 0:151:475:3:3 
504:244 2:504:244:2:2 
874:412 3:874:412:3:3 
781:64 0:781:64:3:3 
61:458 0:61:458:3:3 
540:489 0:540:489:3:3 
