787:275 0:787:275:3:3 
449:483 0:449:483:3:3 
674:252 0:674:252:3:3 
623:195 0:623:195:3:3 
668:450 0:668:450:3:3 
104:199 0:104:199:3:3 
738:218 0:738:218:3:3 
403:319 0:403:319:3:3 
425:155 0:425:155:3:3 
230:333 0:230:333:3:3 
392:44 0:392:44:3:3 
180:139 0:180:139:3:3 
255:207 0:255:207:3:3 
436:317 0:436:317:3:3 
844:402 0:844:402:3:3 
830:197 3:830:197:3:3 
388:440 0:388:440:3:3 
227:400 2:227:400:2:2 
672:227 0:672:227:3:3 
284:249 0:284:249:3:3 
731:66 0:731:66:3:3 
786:23 0:786:23:3:3 
643:418 0:643:418:3:3 
754:355 0:754:355:3:3 
118:218 0:118:218:3:3 
725:98 2:725:98:2:2 
165:59 0:165:59:3:3 
829:4 0:829:4:3:3 
559:239 0:559:239:3:3 
283:416 0:283:416:3:3 
467:319 0:467:319:3:3 
107:228 0:107:228:3:3 
397:152 0:397:152:3:3 
202:48 0:202:48:3:3 
166:479 2:166:479:2:2 
705:143 0:705:143:3:3 
248:462 0:248:462:3:3 
301:316 0:301:316:3:3 
140:254 0:140:254:3:3 
549:22 0:549:22:3:3 
217:469 0:217:469:3:3 
245:495 0:245:495:3:3 
311:148 0:311:148:3:3 
442:357 0:442:357:3:3 
408:429 0:408:429:3:3 
245:400 0:245:400:3:3 
525:126 0:525:126:3:3 
429:41 0:429:41:3:3 
675:337 0:675:337:3:3 
268:233 0:268:233:3:3 
197:29 0:197:29:3:3 
514:241 0:514:241:3:3 
202:357 0:202:357:3:3 
195:257 2:195:257:2:2 
538:251 0:538:251:3:3 
742:363 0:742:363:3:3 
46:466 0:46:466:3:3 
267:419 0:267:419:3:3 
486:53 0:486:53:3:3 
771:319 0:771:319:3:3 
3:281 0:3:281:3:3 
591:114 3:591:114:3:3 
337:283 0:337:283:3:3 
466:193 0:466:193:3:3 
842:420 0:842:420:3:3 
767:42 0:767:42:3:3 
373:257 2:373:257:2:2 
129:160 0:129:160:3:3 
883:161 0:883:161:3:3 
243:62 0:243:62:3:3 
386:364 0:386:364:3:3 
816:166 0:816:166:3:3 
870:489 0:870:489:3:3 
48:48 0:48:48:3:3 
548:357 0:548:357:3:3 
354:418 0:354:418:3:3 
864:178 0:864:178:3:3 
400:428 0:400:428:3:3 
299:129 0:299:129:3:3 
176:340 0:176:340:3:3 
488:198 0:488:198:3:3 
548:500 0:548:500:3:3 
459:455 0:459:455:3:3 
149:399 0:149:399:3:3 
243:348 0:243:348:3:3 
560:42 0:560:42:3:3 
891:472 0:891:472:3:3 
731:51 0:731:51:3:3 
882:189 0:882:189:3:3 
200:148 0:200:148:3:3 
661:405 2:661:405:2:2 
590:357 2:590:357:2:2 
163:98 0:163:98:3:3 
551:74 0:551:74:3:3 
76:42 0:76:42:3:3 
792:331 0:792:331:3:3 
617:474 0:617:474:3:3 
321:181 0:321:181:3:3 
854:25 0:854:25:3:3 
398:51 0:398:51:3:3 
364:98 0:364:98:3:3 
113:43 0:113:43:3:3 
65:136 0:65:136:3:3 
492:201 0:492:201:3:3 
354:166 0:354:166:3:3 
411:85 0:411:85:3:3 
104:449 0:104:449:3:3 
51:250 0:51:250:3:3 
752:349 0:752:349:3:3 
454:283 0:454:283:3:3 
226:108 0:226:108:3:3 
407:1 0:407:1:3:3 
374:92 0:374:92:3:3 
691:394 0:691:394:3:3 
433:398 0:433:398:3:3 
820:302 0:820:302:3:3 
434:161 0:434:161:3:3 
400:337 0:400:337:3:3 
771:354 0:771:354:3:3 
98:18 0:98:18:3:3 
596:277 0:596:277:3:3 
279:75 0:279:75:3:3 
834:414 0:834:414:3:3 
283:396 0:283:396:3:3 
47:479 2:47:479:2:2 
14:268 0:14:268:3:3 
805:15 0:805:15:3:3 
476:411 0:476:411:3:3 
867:346 0:867:346:3:3 
376:212 0:376:212:3:3 
306:246 0:306:246:3:3 
714:203 0:714:203:3:3 
255:41 0:255:41:3:3 
206:423 0:206:423:3:3 
530:333 0:530:333:3:3 
174:65 0:174:65:3:3 
122:382 0:122:382:3:3 
330:323 3:330:323:3:3 
726:115 2:726:115:2:2 
279:414 0:279:414:3:3 
192:352 0:192:352:3:3 
874:260 0:874:260:3:3 
490:13 0:490:13:3:3 
842:230 0:842:230:3:3 
310:304 0:310:304:3:3 
628:299 0:628:299:3:3 
899:373 0:899:373:3:3 
573:374 0:573:374:3:3 
723:89 0:723:89:3:3 
709:86 0:709:86:3:3 
305:144 0:305:144:3:3 
756:151 0:756:151:3:3 
884:116 2:884:116:2:2 
408:167 0:408:167:3:3 
561:423 0:561:423:3:3 
45:78 0:45:78:3:3 
504:272 0:504:272:3:3 
417:431 0:417:431:3:3 
475:145 0:475:145:3:3 
295:394 0:295:394:3:3 
120:224 0:120:224:3:3 
747:461 0:747:461:3:3 
417:280 0:417:280:3:3 
91:417 0:91:417:3:3 
291:291 0:291:291:3:3 
495:67 0:495:67:3:3 
570:282 0:570:282:3:3 
746:117 0:746:117:3:3 
817:360 2:817:360:2:2 
360:493 0:360:493:3:3 
622:389 0:622:389:3:3 
713:431 0:713:431:3:3 
343:252 0:343:252:3:3 
256:184 0:256:184:3:3 
459:483 0:459:483:3:3 
299:122 2:299:122:2:2 
618:340 0:618:340:3:3 
674:66 0:674:66:3:3 
729:62 2:729:62:2:2 
878:226 0:878:226:3:3 
471:280 0:471:280:3:3 
826:377 0:826:377:3:3 
603:89 0:603:89:3:3 
806:478 2:806:478:2:2 
425:305 0:425:305:3:3 
777:164 0:777:164:3:3 
214:85 0:214:85:3:3 
821:179 0:821:179:3:3 
75:156 0:75:156:3:3 
283:20 0:283:20:3:3 
721:400 0:721:400:3:3 
703:256 0:703:256:3:3 
815:442 0:815:442:3:3 
265:378 0:265:378:3:3 
251:321 0:251:321:3:3 
269:290 0:269:290:3:3 
435:6 0:435:6:3:3 
365:313 0:365:313:3:3 
387:171 0:387:171:3:3 
864:162 0:864:162:3:3 
361:162 0:361:162:3:3 
782:32 0:782:32:3:3 
730:273 0:730:273:3:3 
772:30 0:772:30:3:3 
307:497 0:307:497:3:3 
607:90 0:607:90:3:3 
790:494 0:790:494:3:3 
852:147 2:852:147:2:2 
112:473 0:112:473:3:3 
597:26 0:597:26:3:3 
140:311 0:140:311:3:3 
108:131 0:108:131:3:3 
843:368 0:843:368:3:3 
112:198 0:112:198:3:3 
809:160 0:809:160:3:3 
573:71 0:573:71:3:3 
645:458 0:645:458:3:3 
606:231 0:606:231:3:3 
102:481 0:102:481:3:3 
268:83 0:268:83:3:3 
586:466 0:586:466:3:3 
273:483 0:273:483:3:3 
150:107 0:150:107:3:3 
688:63 0:688:63:3:3 
49:324 2:49:324:2:2 
34:94 0:34:94:3:3 
382:192 0:382:192:3:3 
516:456 0:516:456:3:3 
46:411 0:46:411:3:3 
676:54 0:676:54:3:3 
453:379 0:453:379:3:3 
775:128 0:775:128:3:3 
224:93 0:224:93:3:3 
172:277 0:172:277:3:3 
619:452 0:619:452:3:3 
432:426 0:432:426:3:3 
803:141 0:803:141:3:3 
742:386 2:742:386:2:2 
47:387 0:47:387:3:3 
552:282 0:552:282:3:3 
384:188 0:384:188:3:3 
802:62 0:802:62:3:3 
233:35 0:233:35:3:3 
807:467 0:807:467:3:3 
183:341 0:183:341:3:3 
171:373 0:171:373:3:3 
669:494 0:669:494:3:3 
471:329 3:471:329:3:3 
585:295 0:585:295:3:3 
187:169 0:187:169:3:3 
417:149 0:417:149:3:3 
608:128 0:608:128:3:3 
737:492 0:737:492:3:3 
404:405 0:404:405:3:3 
779:195 2:779:195:2:2 
708:187 2:708:187:2:2 
640:98 0:640:98:3:3 
195:8 0:195:8:3:3 
33:485 0:33:485:3:3 
304:462 0:304:462:3:3 
242:21 0:242:21:3:3 
314:390 0:314:390:3:3 
67:194 0:67:194:3:3 
360:88 0:360:88:3:3 
858:251 0:858:251:3:3 
418:424 0:418:424:3:3 
6:470 0:6:470:3:3 
707:498 0:707:498:3:3 
764:225 0:764:225:3:3 
603:165 0:603:165:3:3 
497:50 0:497:50:3:3 
401:308 0:401:308:3:3 
541:24 0:541:24:3:3 
264:124 0:264:124:3:3 
754:370 0:754:370:3:3 
854:65 0:854:65:3:3 
785:175 0:785:175:3:3 
341:114 0:341:114:3:3 
38:50 0:38:50:3:3 
169:161 0:169:161:3:3 
303:170 0:303:170:3:3 
716:177 0:716:177:3:3 
288:353 2:288:353:2:2 
668:12 0:668:12:3:3 
783:365 0:783:365:3:3 
491:459 0:491:459:3:3 
739:97 0:739:97:3:3 
155:16 0:155:16:3:3 
467:290 0:467:290:3:3 
268:273 0:268:273:3:3 
863:192 0:863:192:3:3 
41:153 0:41:153:3:3 
853:346 0:853:346:3:3 
258:138 0:258:138:3:3 
187:272 0:187:272:3:3 
761:251 0:761:251:3:3 
411:424 0:411:424:3:3 
372:152 0:372:152:3:3 
396:60 0:396:60:3:3 
668:423 0:668:423:3:3 
734:128 0:734:128:3:3 
629:436 0:629:436:3:3 
776:418 0:776:418:3:3 
505:294 0:505:294:3:3 
268:198 0:268:198:3:3 
586:89 0:586:89:3:3 
153:130 0:153:130:3:3 
466:75 0:466:75:3:3 
714:485 0:714:485:3:3 
272:272 2:272:272:2:2 
291:12 0:291:12:3:3 
809:463 0:809:463:3:3 
666:64 0:666:64:3:3 
816:349 0:816:349:3:3 
870:224 0:870:224:3:3 
404:189 0:404:189:3:3 
451:306 0:451:306:3:3 
567:128 0:567:128:3:3 
182:166 0:182:166:3:3 
847:176 0:847:176:3:3 
425:275 0:425:275:3:3 
267:100 0:267:100:3:3 
486:360 0:486:360:3:3 
219:175 0:219:175:3:3 
515:394 0:515:394:3:3 
390:98 0:390:98:3:3 
817:214 0:817:214:3:3 
547:61 0:547:61:3:3 
196:149 0:196:149:3:3 
312:490 0:312:490:3:3 
447:484 0:447:484:3:3 
33:272 0:33:272:3:3 
694:47 0:694:47:3:3 
399:321 0:399:321:3:3 
114:157 0:114:157:3:3 
556:68 0:556:68:3:3 
299:53 0:299:53:3:3 
392:401 0:392:401:3:3 
138:253 0:138:253:3:3 
746:342 0:746:342:3:3 
893:133 0:893:133:3:3 
162:231 0:162:231:3:3 
466:102 0:466:102:3:3 
521:436 0:521:436:3:3 
66:96 0:66:96:3:3 
498:143 0:498:143:3:3 
119:349 0:119:349:3:3 
85:477 0:85:477:3:3 
195:373 0:195:373:3:3 
180:455 0:180:455:3:3 
146:307 0:146:307:3:3 
354:462 0:354:462:3:3 
63:394 0:63:394:3:3 
274:314 0:274:314:3:3 
854:387 0:854:387:3:3 
18:377 0:18:377:3:3 
797:209 0:797:209:3:3 
278:443 0:278:443:3:3 
170:76 0:170:76:3:3 
703:122 0:703:122:3:3 
887:201 0:887:201:3:3 
669:54 0:669:54:3:3 
711:415 0:711:415:3:3 
469:80 0:469:80:3:3 
622:14 0:622:14:3:3 
380:397 2:380:397:2:2 
274:30 0:274:30:3:3 
645:61 0:645:61:3:3 
668:370 0:668:370:3:3 
542:335 0:542:335:3:3 
894:213 0:894:213:3:3 
393:372 0:393:372:3:3 
288:142 0:288:142:3:3 
735:186 0:735:186:3:3 
41:330 3:41:330:3:3 
574:124 0:574:124:3:3 
377:354 0:377:354:3:3 
460:296 2:460:296:2:2 
108:406 0:108:406:3:3 
739:12 0:739:12:3:3 
388:328 0:388:328:3:3 
246:12 0:246:12:3:3 
655:266 0:655:266:3:3 
142:379 0:142:379:3:3 
145:396 0:145:396:3:3 
229:287 0:229:287:3:3 
365:402 0:365:402:3:3 
832:361 0:832:361:3:3 
26:464 0:26:464:3:3 
153:493 0:153:493:3:3 
496:350 0:496:350:3:3 
763:496 0:763:496:3:3 
841:350 0:841:350:3:3 
17:140 2:17:140:2:2 
350:280 0:350:280:3:3 
795:445 2:795:445:2:2 
391:462 0:391:462:3:3 
876:192 0:876:192:3:3 
255:133 0:255:133:3:3 
40:458 0:40:458:3:3 
666:53 0:666:53:3:3 
225:195 0:225:195:3:3 
372:22 0:372:22:3:3 
398:183 2:398:183:2:2 
177:32 0:177:32:3:3 
456:489 0:456:489:3:3 
591:125 0:591:125:3:3 
7:412 0:7:412:3:3 
10:384 0:10:384:3:3 
466:190 0:466:190:3:3 
339:308 0:339:308:3:3 
837:477 0:837:477:3:3 
766:461 0:766:461:3:3 
213:46 0:213:46:3:3 
794:256 0:794:256:3:3 
745:310 0:745:310:3:3 
585:413 0:585:413:3:3 
604:111 0:604:111:3:3 
899:293 0:899:293:3:3 
128:202 0:128:202:3:3 
243:1 0:243:1:3:3 
558:328 0:558:328:3:3 
372:347 0:372:347:3:3 
541:349 0:541:349:3:3 
360:355 0:360:355:3:3 
312:390 2:312:390:2:2 
6:126 0:6:126:3:3 
10:117 0:10:117:3:3 
802:249 0:802:249:3:3 
566:70 0:566:70:3:3 
324:341 0:324:341:3:3 
732:378 0:732:378:3:3 
440:298 0:440:298:3:3 
423:99 0:423:99:3:3 
389:415 0:389:415:3:3 
156:446 0:156:446:3:3 
543:306 0:543:306:3:3 
569:339 0:569:339:3:3 
204:402 0:204:402:3:3 
115:281 0:115:281:3:3 
423:240 0:423:240:3:3 
266:317 0:266:317:3:3 
821:45 0:821:45:3:3 
470:53 0:470:53:3:3 
474:184 0:474:184:3:3 
521:289 0:521:289:3:3 
542:393 0:542:393:3:3 
191:229 0:191:229:3:3 
204:112 0:204:112:3:3 
667:491 0:667:491:3:3 
492:187 0:492:187:3:3 
558:366 0:558:366:3:3 
105:118 0:105:118:3:3 
815:417 0:815:417:3:3 
51:332 0:51:332:3:3 
71:113 0:71:113:3:3 
554:93 0:554:93:3:3 
635:26 0:635:26:3:3 
530:226 0:530:226:3:3 
531:199 0:531:199:3:3 
825:486 0:825:486:3:3 
644:110 0:644:110:3:3 
863:122 0:863:122:3:3 
169:10 0:169:10:3:3 
136:349 0:136:349:3:3 
193:156 2:193:156:2:2 
691:397 2:691:397:2:2 
565:492 0:565:492:3:3 
792:182 0:792:182:3:3 
108:9 0:108:9:3:3 
71:151 0:71:151:3:3 
700:325 0:700:325:3:3 
539:193 0:539:193:3:3 
316:94 0:316:94:3:3 
306:100 0:306:100:3:3 
783:458 0:783:458:3:3 
819:59 0:819:59:3:3 
553:61 0:553:61:3:3 
258:195 0:258:195:3:3 
630:61 0:630:61:3:3 
406:75 0:406:75:3:3 
781:21 0:781:21:3:3 
340:443 0:340:443:3:3 
141:182 0:141:182:3:3 
514:432 0:514:432:3:3 
553:78 0:553:78:3:3 
138:3 0:138:3:3:3 
667:210 0:667:210:3:3 
226:318 0:226:318:3:3 
230:286 0:230:286:3:3 
302:123 0:302:123:3:3 
178:445 0:178:445:3:3 
405:370 0:405:370:3:3 
761:28 0:761:28:3:3 
780:418 0:780:418:3:3 
197:240 0:197:240:3:3 
328:353 0:328:353:3:3 
281:45 0:281:45:3:3 
562:230 0:562:230:3:3 
377:108 0:377:108:3:3 
813:55 0:813:55:3:3 
267:95 0:267:95:3:3 
789:190 0:789:190:3:3 
850:60 0:850:60:3:3 
561:55 0:561:55:3:3 
319:259 0:319:259:3:3 
394:86 0:394:86:3:3 
832:147 0:832:147:3:3 
533:185 0:533:185:3:3 
385:313 0:385:313:3:3 
722:2 0:722:2:3:3 
334:196 0:334:196:3:3 
120:336 0:120:336:3:3 
766:203 0:766:203:3:3 
732:431 0:732:431:3:3 
649:147 0:649:147:3:3 
312:418 0:312:418:3:3 
664:183 0:664:183:3:3 
389:354 0:389:354:3:3 
266:431 0:266:431:3:3 
894:367 0:894:367:3:3 
76:282 0:76:282:3:3 
639:310 0:639:310:3:3 
356:122 0:356:122:3:3 
394:283 0:394:283:3:3 
731:30 0:731:30:3:3 
80:108 0:80:108:3:3 
321:374 0:321:374:3:3 
412:171 0:412:171:3:3 
882:49 0:882:49:3:3 
369:66 0:369:66:3:3 
265:415 0:265:415:3:3 
782:404 0:782:404:3:3 
858:6 0:858:6:3:3 
416:29 2:416:29:2:2 
436:208 0:436:208:3:3 
455:148 0:455:148:3:3 
39:341 0:39:341:3:3 
422:39 0:422:39:3:3 
388:83 0:388:83:3:3 
818:80 0:818:80:3:3 
602:3 0:602:3:3:3 
825:288 0:825:288:3:3 
227:90 0:227:90:3:3 
85:88 0:85:88:3:3 
431:76 0:431:76:3:3 
435:9 0:435:9:3:3 
753:6 0:753:6:3:3 
302:475 3:302:475:3:3 
431:61 0:431:61:3:3 
17:409 0:17:409:3:3 
520:112 0:520:112:3:3 
178:236 0:178:236:3:3 
86:493 0:86:493:3:3 
108:109 2:108:109:2:2 
3:228 0:3:228:3:3 
681:195 0:681:195:3:3 
667:400 0:667:400:3:3 
406:484 0:406:484:3:3 
676:450 0:676:450:3:3 
142:418 0:142:418:3:3 
37:136 0:37:136:3:3 
719:428 0:719:428:3:3 
188:36 0:188:36:3:3 
781:57 2:781:57:2:2 
107:60 0:107:60:3:3 
328:447 0:328:447:3:3 
114:100 0:114:100:3:3 
885:69 0:885:69:3:3 
653:127 0:653:127:3:3 
747:108 0:747:108:3:3 
362:130 0:362:130:3:3 
643:95 0:643:95:3:3 
116:437 0:116:437:3:3 
112:429 0:112:429:3:3 
852:481 0:852:481:3:3 
339:142 0:339:142:3:3 
865:225 0:865:225:3:3 
392:232 0:392:232:3:3 
162:436 0:162:436:3:3 
628:264 0:628:264:3:3 
885:359 0:885:359:3:3 
878:121 0:878:121:3:3 
687:401 0:687:401:3:3 
211:328 0:211:328:3:3 
619:455 0:619:455:3:3 
12:175 0:12:175:3:3 
515:256 0:515:256:3:3 
475:335 0:475:335:3:3 
276:276 0:276:276:3:3 
560:299 0:560:299:3:3 
723:485 0:723:485:3:3 
651:320 0:651:320:3:3 
339:492 0:339:492:3:3 
234:250 0:234:250:3:3 
291:369 0:291:369:3:3 
840:22 0:840:22:3:3 
567:93 0:567:93:3:3 
348:277 0:348:277:3:3 
172:356 0:172:356:3:3 
669:493 0:669:493:3:3 
286:71 0:286:71:3:3 
137:145 0:137:145:3:3 
608:129 0:608:129:3:3 
807:419 0:807:419:3:3 
737:483 0:737:483:3:3 
6:70 0:6:70:3:3 
733:42 0:733:42:3:3 
120:475 0:120:475:3:3 
263:429 0:263:429:3:3 
622:422 0:622:422:3:3 
418:310 0:418:310:3:3 
627:12 0:627:12:3:3 
294:461 0:294:461:3:3 
585:133 0:585:133:3:3 
314:391 0:314:391:3:3 
650:125 0:650:125:3:3 
228:65 0:228:65:3:3 
727:121 0:727:121:3:3 
195:408 0:195:408:3:3 
380:132 3:380:132:3:3 
536:281 0:536:281:3:3 
418:425 0:418:425:3:3 
717:3 0:717:3:3:3 
275:16 0:275:16:3:3 
521:488 0:521:488:3:3 
498:251 0:498:251:3:3 
336:226 0:336:226:3:3 
581:364 0:581:364:3:3 
636:437 0:636:437:3:3 
622:128 0:622:128:3:3 
458:394 0:458:394:3:3 
555:57 0:555:57:3:3 
593:398 0:593:398:3:3 
575:10 0:575:10:3:3 
617:256 0:617:256:3:3 
501:496 0:501:496:3:3 
431:258 0:431:258:3:3 
40:270 0:40:270:3:3 
17:340 0:17:340:3:3 
551:13 0:551:13:3:3 
313:423 0:313:423:3:3 
575:411 0:575:411:3:3 
887:149 0:887:149:3:3 
264:125 0:264:125:3:3 
63:375 0:63:375:3:3 
284:96 0:284:96:3:3 
378:365 2:378:365:2:2 
458:319 0:458:319:3:3 
374:252 0:374:252:3:3 
816:351 0:816:351:3:3 
193:58 0:193:58:3:3 
344:442 0:344:442:3:3 
363:499 0:363:499:3:3 
274:477 0:274:477:3:3 
402:294 0:402:294:3:3 
776:103 0:776:103:3:3 
5:347 0:5:347:3:3 
578:143 0:578:143:3:3 
264:347 0:264:347:3:3 
598:202 0:598:202:3:3 
271:268 0:271:268:3:3 
553:347 0:553:347:3:3 
889:339 0:889:339:3:3 
283:454 0:283:454:3:3 
326:24 0:326:24:3:3 
292:408 0:292:408:3:3 
899:240 0:899:240:3:3 
421:380 3:421:380:3:3 
481:449 0:481:449:3:3 
811:267 0:811:267:3:3 
308:381 0:308:381:3:3 
325:208 0:325:208:3:3 
553:117 0:553:117:3:3 
2:277 0:2:277:3:3 
899:1 0:899:1:3:3 
577:367 0:577:367:3:3 
767:436 0:767:436:3:3 
325:97 0:325:97:3:3 
254:345 0:254:345:3:3 
330:265 0:330:265:3:3 
639:78 3:639:78:3:3 
571:486 0:571:486:3:3 
874:349 0:874:349:3:3 
1:373 0:1:373:3:3 
281:229 0:281:229:3:3 
689:160 0:689:160:3:3 
343:355 0:343:355:3:3 
144:347 0:144:347:3:3 
404:229 0:404:229:3:3 
206:41 0:206:41:3:3 
633:259 0:633:259:3:3 
686:247 0:686:247:3:3 
818:407 0:818:407:3:3 
725:407 0:725:407:3:3 
770:338 0:770:338:3:3 
798:311 0:798:311:3:3 
367:478 0:367:478:3:3 
78:103 0:78:103:3:3 
813:144 0:813:144:3:3 
319:347 0:319:347:3:3 
638:127 0:638:127:3:3 
822:102 0:822:102:3:3 
879:371 0:879:371:3:3 
718:55 0:718:55:3:3 
688:70 0:688:70:3:3 
281:432 0:281:432:3:3 
548:282 0:548:282:3:3 
548:466 0:548:466:3:3 
570:118 0:570:118:3:3 
76:467 0:76:467:3:3 
313:7 0:313:7:3:3 
769:211 0:769:211:3:3 
570:217 0:570:217:3:3 
720:326 0:720:326:3:3 
333:333 0:333:333:3:3 
542:3 0:542:3:3:3 
816:189 0:816:189:3:3 
485:402 0:485:402:3:3 
87:162 0:87:162:3:3 
532:29 0:532:29:3:3 
327:371 0:327:371:3:3 
20:361 0:20:361:3:3 
260:312 0:260:312:3:3 
673:65 0:673:65:3:3 
750:81 0:750:81:3:3 
881:294 0:881:294:3:3 
369:10 2:369:10:2:2 
575:46 0:575:46:3:3 
389:237 0:389:237:3:3 
412:2 0:412:2:3:3 
89:187 0:89:187:3:3 
90:356 0:90:356:3:3 
184:225 0:184:225:3:3 
668:371 0:668:371:3:3 
265:288 0:265:288:3:3 
243:241 0:243:241:3:3 
786:130 0:786:130:3:3 
825:344 0:825:344:3:3 
496:226 0:496:226:3:3 
422:254 0:422:254:3:3 
262:85 0:262:85:3:3 
587:498 0:587:498:3:3 
665:424 0:665:424:3:3 
772:64 0:772:64:3:3 
295:221 0:295:221:3:3 
502:187 0:502:187:3:3 
98:123 0:98:123:3:3 
123:306 0:123:306:3:3 
89:454 0:89:454:3:3 
435:238 0:435:238:3:3 
843:221 0:843:221:3:3 
27:8 0:27:8:3:3 
155:255 0:155:255:3:3 
164:359 0:164:359:3:3 
899:236 0:899:236:3:3 
224:474 0:224:474:3:3 
173:495 0:173:495:3:3 
217:475 0:217:475:3:3 
738:207 0:738:207:3:3 
61:346 0:61:346:3:3 
335:111 0:335:111:3:3 
175:470 0:175:470:3:3 
586:491 0:586:491:3:3 
861:179 0:861:179:3:3 
292:146 0:292:146:3:3 
130:85 0:130:85:3:3 
573:255 0:573:255:3:3 
762:296 0:762:296:3:3 
674:451 0:674:451:3:3 
456:411 0:456:411:3:3 
831:289 0:831:289:3:3 
244:218 0:244:218:3:3 
177:39 0:177:39:3:3 
840:481 0:840:481:3:3 
514:126 0:514:126:3:3 
475:262 0:475:262:3:3 
587:248 0:587:248:3:3 
745:420 2:745:420:2:2 
880:78 0:880:78:3:3 
177:432 0:177:432:3:3 
125:474 0:125:474:3:3 
864:86 0:864:86:3:3 
438:57 0:438:57:3:3 
873:264 0:873:264:3:3 
566:54 2:566:54:2:2 
504:357 0:504:357:3:3 
894:406 0:894:406:3:3 
471:163 0:471:163:3:3 
736:16 0:736:16:3:3 
239:199 0:239:199:3:3 
360:356 0:360:356:3:3 
451:79 0:451:79:3:3 
229:78 0:229:78:3:3 
87:204 0:87:204:3:3 
87:96 0:87:96:3:3 
215:47 0:215:47:3:3 
181:235 0:181:235:3:3 
110:195 0:110:195:3:3 
557:256 0:557:256:3:3 
261:323 0:261:323:3:3 
9:314 0:9:314:3:3 
726:409 0:726:409:3:3 
48:272 0:48:272:3:3 
637:50 0:637:50:3:3 
394:356 0:394:356:3:3 
731:53 0:731:53:3:3 
309:114 0:309:114:3:3 
788:52 0:788:52:3:3 
77:329 0:77:329:3:3 
167:25 0:167:25:3:3 
205:166 0:205:166:3:3 
613:57 0:613:57:3:3 
321:361 0:321:361:3:3 
232:92 0:232:92:3:3 
158:356 0:158:356:3:3 
588:489 0:588:489:3:3 
204:482 0:204:482:3:3 
668:433 0:668:433:3:3 
617:335 0:617:335:3:3 
599:235 0:599:235:3:3 
892:87 0:892:87:3:3 
86:26 0:86:26:3:3 
39:432 0:39:432:3:3 
132:214 0:132:214:3:3 
777:31 0:777:31:3:3 
869:353 0:869:353:3:3 
530:449 0:530:449:3:3 
810:81 0:810:81:3:3 
344:451 0:344:451:3:3 
436:275 0:436:275:3:3 
505:325 0:505:325:3:3 
667:361 0:667:361:3:3 
597:216 2:597:216:2:2 
284:223 0:284:223:3:3 
876:204 0:876:204:3:3 
198:381 0:198:381:3:3 
436:386 0:436:386:3:3 
19:410 0:19:410:3:3 
739:43 0:739:43:3:3 
26:386 0:26:386:3:3 
175:39 0:175:39:3:3 
179:160 0:179:160:3:3 
491:402 0:491:402:3:3 
535:263 0:535:263:3:3 
691:61 0:691:61:3:3 
172:161 2:172:161:2:2 
617:143 0:617:143:3:3 
790:435 0:790:435:3:3 
810:405 0:810:405:3:3 
878:189 0:878:189:3:3 
760:461 0:760:461:3:3 
467:74 0:467:74:3:3 
639:288 0:639:288:3:3 
107:83 0:107:83:3:3 
236:373 0:236:373:3:3 
311:325 0:311:325:3:3 
656:426 0:656:426:3:3 
61:382 0:61:382:3:3 
893:458 2:893:458:2:2 
373:188 0:373:188:3:3 
885:17 0:885:17:3:3 
153:200 0:153:200:3:3 
316:300 0:316:300:3:3 
83:11 0:83:11:3:3 
581:264 0:581:264:3:3 
504:52 0:504:52:3:3 
272:202 0:272:202:3:3 
812:291 0:812:291:3:3 
757:471 0:757:471:3:3 
206:327 0:206:327:3:3 
851:14 0:851:14:3:3 
304:251 0:304:251:3:3 
324:246 0:324:246:3:3 
895:377 0:895:377:3:3 
733:78 0:733:78:3:3 
291:455 0:291:455:3:3 
58:454 0:58:454:3:3 
556:457 0:556:457:3:3 
439:199 0:439:199:3:3 
704:380 0:704:380:3:3 
585:47 0:585:47:3:3 
159:196 0:159:196:3:3 
73:259 0:73:259:3:3 
519:356 0:519:356:3:3 
722:112 0:722:112:3:3 
633:315 0:633:315:3:3 
120:226 0:120:226:3:3 
618:33 0:618:33:3:3 
489:467 0:489:467:3:3 
751:271 0:751:271:3:3 
827:471 0:827:471:3:3 
167:346 0:167:346:3:3 
172:224 0:172:224:3:3 
266:109 0:266:109:3:3 
488:149 0:488:149:3:3 
403:171 0:403:171:3:3 
7:283 0:7:283:3:3 
893:443 0:893:443:3:3 
394:137 0:394:137:3:3 
858:370 0:858:370:3:3 
34:112 0:34:112:3:3 
417:120 0:417:120:3:3 
519:155 0:519:155:3:3 
365:349 0:365:349:3:3 
308:198 0:308:198:3:3 
755:151 2:755:151:2:2 
518:81 0:518:81:3:3 
332:252 0:332:252:3:3 
123:193 0:123:193:3:3 
878:83 0:878:83:3:3 
626:216 0:626:216:3:3 
204:6 0:204:6:3:3 
170:114 0:170:114:3:3 
81:341 0:81:341:3:3 
530:402 2:530:402:2:2 
36:249 0:36:249:3:3 
407:464 0:407:464:3:3 
628:371 0:628:371:3:3 
670:334 2:670:334:2:2 
801:173 0:801:173:3:3 
640:283 0:640:283:3:3 
492:152 0:492:152:3:3 
624:432 0:624:432:3:3 
89:28 2:89:28:2:2 
145:210 0:145:210:3:3 
776:254 0:776:254:3:3 
520:482 0:520:482:3:3 
23:273 0:23:273:3:3 
407:182 0:407:182:3:3 
377:281 0:377:281:3:3 
506:127 0:506:127:3:3 
14:460 0:14:460:3:3 
